# Normative statements with no citing test: the accepted backlog.
# Regenerate: UPDATE_SPEC_COVERAGE_BASELINE=1 cargo test -p vouch-tests --test spec_coverage
# This list may only shrink -- see crates/vouch-tests/tests/spec_coverage.rs.
req_id	strength	text
saml-core-2.0-os#3.4.1.5.1#17280ea6	SHOULD	If the original request does not contain a <ProxyCount> attribute, then the new request SHOULD contain a <ProxyCount> attribute.
saml-core-2.0-os#3.4.1.5.1#19de3e98	MUST NOT	An identity provider MUST NOT proxy a request where <ProxyCount> is set to zero.
saml-core-2.0-os#3.4.1.5.1#2197d18d	MUST	• The new assertion's <saml:Subject> MUST contain an identifier that satisfies the original requester 's preferences, as defined by its <NameIDPolicy> element.
saml-core-2.0-os#3.4.1.5.1#2c6bbecd	SHOULD	If the original assertion contains <saml:AuthnContext> information that includes one or more <saml:AuthenticatingAuthority> elements, those elements SHOULD be i
saml-core-2.0-os#3.4.1.5.1#2ee140a6	MUST	• The <saml:AuthnStatement> in the new assertion MUST include a <saml:AuthnContext> element containing a <saml:AuthenticatingAuthority> element referencing the 
saml-core-2.0-os#3.4.1.5.1#590a6613	MUST	If it chooses to proxy to a SAML identity provider, when creating the new <AuthnRequest>, the proxying identity provider MUST include equivalent or stricter for
saml-core-2.0-os#3.4.1.5.1#66598cfc	MUST	The new <AuthnRequest> MUST contain a <ProxyCount> attribute with a value of at most one less than the original value.
saml-core-2.0-os#3.4.1.5.1#83cb042f	MUST	If an <IDPList> was specified in the original request, the new request MUST also contain an <IDPList>.
saml-core-2.0-os#3.4.1.5.1#93e82517	MUST	The value MUST not conflict with values used or generated by other SAML providers.
saml-core-2.0-os#3.4.1.5.1#a59cea2e	SHOULD	This value SHOULD be consistent over time across different requests.
saml-core-2.0-os#3.4.1.5.1#cef7f608	MUST	If the authenticating identity provider is not a SAML identity provider, then the proxying provider MUST have some other way to ensure that the elements governi
saml-core-2.0-os#3.4.1.5.1#ef7776c2	MUST NOT	The proxying identity provider MAY add additional identity providers to the end of the <IDPList>, but MUST NOT remove any from the list.
saml-core-2.0-os#3.4.1.5.1#f9a73f4f	MUST	The identity provider MUST return an error <Status> containing a second-level <StatusCode> value of urn:oasis:names:tc:SAML:2.0:status:ProxyCountExceeded, unles
saml-core-2.0-os#3.5#19bc7109	MUST	In all cases, the artifact MUST exhibit a single-use semantic such that once it has been successfully resolved, it can no longer be used by any party.
saml-core-2.0-os#3.5#6853277e	MUST	Regardless of the protocol message obtained, the result of resolving an artifact MUST be treated exactly as if the message so obtained had been sent originally 
saml-core-2.0-os#3.5.1#646e5564	SHOULD	The <ArtifactResolve> message SHOULD be signed or otherwise authenticated and integrity protected by the protocol binding used to deliver the message.
saml-core-2.0-os#3.5.2#9d1a49e0	SHOULD	The <ArtifactResponse> message SHOULD be signed or otherwise authenticated and integrity protected by the protocol binding used to deliver the message.
saml-core-2.0-os#3.5.2#c51c812d	MUST	The recipient of an <ArtifactResolve> message MUST respond with an <ArtifactResponse> message element.
saml-core-2.0-os#3.5.3#0ebd3b13	MUST	All other processing rules associated with the underlying request and response messages MUST be observed.
saml-core-2.0-os#3.5.3#1ecc6460	SHOULD	The artifact issuer SHOULD enforce the shortest practical time limit on the usability of an artifact, such that an acceptable window of time (but no more) exist
saml-core-2.0-os#3.5.3#2925176a	MUST	In such cases, the artifact when issued MUST be associated with the intended recipient of the message that the artifact represents.
saml-core-2.0-os#3.5.3#916f2452	MUST	If the artifact issuer receives an <ArtifactResolve> message from a requester that cannot authenticate itself as the original intended recipient, then the artif
saml-core-2.0-os#3.5.3#ebef4b72	MUST	In both cases, the <Status> element MUST include a <StatusCode> element with the code value urn:oasis:names:tc:SAML:2.0:status:Success.
saml-core-2.0-os#3.5.3#f2335043	MUST	Note that the <ArtifactResponse> message's InResponseTo attribute MUST contain the value of the corresponding <ArtifactResolve> message's ID attribute, but the 
saml-core-2.0-os#3.5.3#fd58c01b	MUST	The responder MUST enforce a one-time-use property on the artifact by ensuring that any subsequent request with the same artifact by any requester results in an
saml-core-2.0-os#3.6.1#08339de4	MUST	In the former case, if the requester is the service provider, the new identifier MUST appear in subsequent <NameID> elements in the SPProvidedID attribute.
saml-core-2.0-os#3.6.1#dea5640f	SHOULD	The <ManageNameIDRequest> message SHOULD be signed or otherwise authenticated and integrity protected by the protocol binding used to deliver the message.
saml-core-2.0-os#3.6.2#83e6c80d	MUST	The recipient of a <ManageNameIDRequest> message MUST respond with a <ManageNameIDResponse> message, which is of type StatusResponseType with no additional cont
saml-core-2.0-os#3.6.2#8af6bd45	SHOULD	The <ManageNameIDResponse> message SHOULD be signed or otherwise authenticated and integrity protected by the protocol binding used to deliver the message.
saml-core-2.0-os#3.6.3#0ebd3b13	MUST	All other processing rules associated with the underlying request and response messages MUST be observed.
saml-core-2.0-os#3.6.3#0f9af941	MUST	Page 58 of 86 If the service provider requests that its identifier for the principal be changed by including a <NewID> (or <NewEncryptedID>) element, the identi
saml-core-2.0-os#3.6.3#30d5441b	MUST	If the identifier was established between the identity provider and an affiliation group of which the service provider is a member, then the SPNameQualifier att
saml-core-2.0-os#3.6.3#3a42db7a	MUST	Otherwise, it MUST contain the unique identifier of the service provider.
saml-core-2.0-os#3.6.3#40eae506	MUST	If the request includes a <saml:NameID> (or encrypted version) that the recipient does not recognize, the responding provider MUST respond with an error <Status
saml-core-2.0-os#3.6.3#56729551	MUST	If the identity provider requests that its identifier for the principal be changed by including a <NewID> (or <NewEncryptedID>) element, the service provider MU
saml-core-2.0-os#3.6.3#8934ee39	MUST	In the case of an identifier with a Format of urn:oasis:names:tc:SAML:2.0:nameid- format:persistent, the NameQualifier attribute MUST contain the unique identif
saml-core-2.0-os#3.6.3#c5a4cbc4	MUST	In any case, the <saml:NameID> content in the request and its associated SPProvidedID attribute MUST contain the most recent name identifier information establi
saml-core-2.0-os#3.6.3#f37d2b16	SHOULD NOT	These attributes MAY be omitted if they would otherwise match the value of the containing protocol message's <Issuer> element, but this is NOT RECOMMENDED due t
saml-core-2.0-os#3.7#3fd61eed	SHOULD	It SHOULD attempt to contact as many of these participants as it can using this protocol, terminate its own session with the principal, and finally return a <Lo
saml-core-2.0-os#3.7#46f4ec16	MUST	The reason for the logout event can be indicated through the Reason attribute. 2513 The principal may have established authenticated sessions with both the sess
saml-core-2.0-os#3.7.1#f79e135e	SHOULD	The <LogoutRequest> message SHOULD be signed or otherwise authenticated and integrity protected by the protocol binding used to deliver the message.
saml-core-2.0-os#3.7.2#08aa4c2d	SHOULD	The <LogoutResponse> message SHOULD be signed or otherwise authenticated and integrity protected by the protocol binding used to deliver the message.
saml-core-2.0-os#3.7.2#24484ecd	MUST	The recipient of a <LogoutRequest> message MUST respond with a <LogoutResponse> message, of type StatusResponseType, with no additional content specified.
saml-core-2.0-os#3.7.3#0ebd3b13	MUST	All other processing rules associated with the underlying request and response messages MUST be observed.
saml-core-2.0-os#3.7.3.1#5d985d42	MUST	If the sender is the authority that provided an assertion containing an authentication statement linked to the principal's current session, the session particip
saml-core-2.0-os#3.7.3.1#7c282dea	MUST	When a session participant receives a <LogoutRequest> message, the session participant MUST authenticate the message. If the sender is the authority that provid
saml-core-2.0-os#3.7.3.1#829a6b5d	MUST	When a session participant receives a <LogoutRequest> message, the session participant MUST authenticate the message. If the sender is the authority that provid
saml-core-2.0-os#3.7.3.1#884398a0	MUST	When a session participant receives a <LogoutRequest> message, the session participant MUST authenticate the message.
saml-core-2.0-os#3.7.3.1#9c9e6fc2	MUST	If no <SessionIndex> elements are supplied, then all sessions associated with the principal MUST be invalidated. 2597 The session participant MUST apply the log
saml-core-2.0-os#3.7.3.1#9d5e8a6a	MUST	When a session participant receives a <LogoutRequest> message, the session participant MUST authenticate the message. If the sender is the authority that provid
saml-core-2.0-os#3.7.3.1#9f208684	MUST	When a session participant receives a <LogoutRequest> message, the session participant MUST authenticate the message. If the sender is the authority that provid
saml-core-2.0-os#3.7.3.2#022e4816	MUST	If the session authority successfully terminates the principal's session with respect to itself, then it MUST respond to the original requester, if any, with a 
saml-core-2.0-os#3.7.3.2#14ea2e47	SHOULD	The session authority SHOULD attempt to contact each session participant using any applicable/usable protocol binding, even if one or more of these attempts fai
saml-core-2.0-os#3.7.3.2#15e6beaf	MUST	In the event that not all session participants successfully respond to these <LogoutRequest> messages (or if not all participants can be contacted), then the se
saml-core-2.0-os#3.7.3.2#1cf66871	MUST	When a session authority receives a <LogoutRequest> message, the session authority MUST authenticate the sender. If the sender is a session participant to which
saml-core-2.0-os#3.7.3.2#28abe770	MUST	If the session authority successfully terminates the principal's session with respect to itself, then it MUST respond to the original requester, if any, with a 
saml-core-2.0-os#3.7.3.2#36852990	MUST	When constructing a logout request message, the session authority MUST set the value of the NotOnOrAfter attribute of the message to a time value, indicating an
saml-core-2.0-os#3.7.3.2#37fd66d8	MUST	If the session authority successfully terminates the principal's session with respect to itself, then it MUST respond to the original requester, if any, with a 
saml-core-2.0-os#3.7.3.2#3c6da402	MUST	If the session authority successfully terminates the principal's session with respect to itself, then it MUST respond to the original requester, if any, with a 
saml-core-2.0-os#3.7.3.2#6797bb24	SHOULD	This value SHOULD be set to a time value equal to or greater than the value of any NotOnOrAfter attribute specified in the assertion most recently issued as par
saml-core-2.0-os#3.7.3.2#6ecf89f7	MUST	When a session authority receives a <LogoutRequest> message, the session authority MUST authenticate the sender.
saml-core-2.0-os#3.7.3.2#8956a9fe	MUST	If the session authority successfully terminates the principal's session with respect to itself, then it MUST respond to the original requester, if any, with a 
saml-core-2.0-os#3.7.3.2#9b385d41	MUST	If it cannot do so, then it MUST respond with a <LogoutResponse> message containing a top-level status code indicating the error.
saml-core-2.0-os#3.7.3.2#aebb6b6a	MUST	When a session authority receives a <LogoutRequest> message, the session authority MUST authenticate the sender. If the sender is a session participant to which
saml-core-2.0-os#3.7.3.2#f8abfa1b	MUST	When a session authority receives a <LogoutRequest> message, the session authority MUST authenticate the sender. If the sender is a session participant to which
saml-core-2.0-os#3.7.3.2#fd2a633c	SHOULD	If the sender is a session participant to which the session authority provided an assertion containing an authentication statement for the current session, then
saml-core-2.0-os#3.8#672b99b9	SHOULD	Regardless of the type of identifier involved, the mapped identifier SHOULD be encrypted into a <saml:EncryptedID> element unless a specific deployment dictates
saml-core-2.0-os#3.8.1#738bba22	SHOULD	The message SHOULD be signed or otherwise authenticated and integrity protected by the protocol binding used to deliver the message.
saml-core-2.0-os#3.8.2#2a4e2d7a	SHOULD	(For more information on this element, see Section 2.2.) The message SHOULD be signed or otherwise authenticated and integrity protected by the protocol binding
